subpop,source_infection_stage,source_vaccination_stage,source_variant_type,source_age_strata,destination_infection_stage,destination_vaccination_stage,destination_variant_type,destination_age_strata,no_perturb,date,population,amount
02000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,737068,15
04000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,7050299,141
05000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,2999370,60
06000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,39283497,786
08000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,5610349,112
09000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,3575074,72
10000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,957248,19
11000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,692683,14
12000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,20901636,418
13000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,10403847,208
15000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,1422094,28
16000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,1717750,34
17000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,12770631,255
18000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,6665703,133
19000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,3139508,63
20000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,2910652,58
21000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,4449052,89
22000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,4664362,93
23000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,1335492,27
24000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,6018848,120
25000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,6850553,137
26000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,9965265,199
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,2984418,60
29000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,6104910,122
30000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,1050649,21
31000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,1914571,38
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,8454463,169
53000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,7404107,148
54000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,1817305,36
55000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,5790716,116
56000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,581024,12
01000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,4876250,98
02000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,737068,15
04000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,7050299,141
05000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,2999370,60
06000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,39283497,786
08000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,5610349,112
09000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,3575074,72
10000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,957248,19
11000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,692683,14
12000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,20901636,418
13000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,10403847,208
15000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,1422094,28
16000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,1717750,34
17000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,12770631,255
18000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,6665703,133
19000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,3139508,63
20000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,2910652,58
21000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,4449052,89
22000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,4664362,93
23000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,1335492,27
24000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,6018848,120
25000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,6850553,137
26000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,9965265,199
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,2984418,60
29000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,6104910,122
30000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,1050649,21
31000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,1914571,38
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,8454463,169
53000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,7404107,148
54000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,1817305,36
55000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,5790716,116
56000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-18,581024,12
01000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,4876250,98
02000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,737068,15
04000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,7050299,141
05000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,2999370,60
06000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,39283497,786
08000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,5610349,112
09000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,3575074,72
10000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,957248,19
11000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,692683,14
12000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,20901636,418
13000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,10403847,208
15000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,1422094,28
16000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,1717750,34
17000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,12770631,255
18000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,6665703,133
19000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,3139508,63
20000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,2910652,58
21000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,4449052,89
22000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,4664362,93
23000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,1335492,27
24000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,6018848,120
25000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,6850553,137
26000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,9965265,199
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,2984418,60
29000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,6104910,122
30000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,1050649,21
31000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,1914571,38
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,8454463,169
53000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,7404107,148
54000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,1817305,36
55000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,5790716,116
56000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-19,581024,12
01000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,4876250,98
02000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,737068,15
04000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,7050299,141
05000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,2999370,60
06000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,39283497,786
08000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,5610349,112
09000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,3575074,72
10000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,957248,19
11000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,692683,14
12000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,20901636,418
13000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,10403847,208
15000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,1422094,28
16000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,1717750,34
17000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,12770631,255
18000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,6665703,133
19000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,3139508,63
20000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,2910652,58
21000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,4449052,89
22000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,4664362,93
23000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,1335492,27
24000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,6018848,120
25000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,6850553,137
26000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,9965265,199
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,2984418,60
29000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,6104910,122
30000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,1050649,21
31000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,1914571,38
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,8454463,169
53000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,7404107,148
54000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,1817305,36
55000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,5790716,116
56000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-20,581024,12
01000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,4876250,98
02000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,737068,15
04000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,7050299,141
05000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,2999370,60
06000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,39283497,786
08000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,5610349,112
09000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,3575074,72
10000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,957248,19
11000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,692683,14
12000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,20901636,418
13000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,10403847,208
15000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,1422094,28
16000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,1717750,34
17000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,12770631,255
18000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,6665703,133
19000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,3139508,63
20000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,2910652,58
21000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,4449052,89
22000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,4664362,93
23000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,1335492,27
24000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,6018848,120
25000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,6850553,137
26000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,9965265,199
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-21,2984418,60
